Experiment_ID,Benchmark_ID,00_Distribution,00_Error,00_Integrity,00_SIS,01_Distribution,01_Error,01_Integrity,01_SIS,02_Distribution,02_Error,02_Integrity,02_SIS,03_Distribution,03_Error,03_Integrity,03_SIS,04_Distribution,04_Error,04_Integrity,04_SIS,05_Distribution,05_Error,05_Integrity,05_SIS,06_Distribution,06_Error,06_Integrity,06_SIS,07_Distribution,07_Error,07_Integrity,07_SIS,08_Distribution,08_Error,08_Integrity,08_SIS,09_Distribution,09_Error,09_Integrity,09_SIS,10_Distribution,10_Error,10_Integrity,10_SIS,11_Distribution,11_Error,11_Integrity,11_SIS,12_Distribution,12_Error,12_Integrity,12_SIS,13_Distribution,13_Error,13_Integrity,13_SIS,14_Distribution,14_Error,14_Integrity,14_SIS,15_Distribution,15_Error,15_Integrity,15_SIS,Error,Time,best_fuzz,best_sis,?Solved
1667,spider-hospital_1-0033.txt,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,"50,50",,Valid,0.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,"50,50",,Length constraint vi...,0.0,100,,Length constraint vi...,50.0,"50,50",,Length constraint vi...,0.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,"50,50",,Valid,0.0,"50,50",,Length constraint vi...,0.0,100,,Length constraint vi...,50.0,,6.35,5.0,0.0,True
1668,spider-loan_1-0015.txt,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,,3.67,0.0,50.0,False
1669,spider-college_1-0029.txt,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,,4.96,0.0,50.0,False
1670,spider-workshop_paper-0010.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,4.59,0.0,0.0,True
1671,spider-workshop_paper-0010.txt,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,4.94,1.0,0.0,True
1672,spider-workshop_paper-0010.txt,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,5.07,1.0,0.0,True
1673,spider_bak-company_1-0007.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,4.26,10.0,0.0,True
1674,spider-movie_1-0040.txt,"50,46,4",,Valid,26.65833203084294,"50,50",,Valid,0.0,"50,46,4",,Valid,26.65833203084294,"50,46,4",,Valid,26.65833203084294,"50,46,4",,Valid,26.65833203084294,"50,46,4",,Valid,26.65833203084294,"50,46,4",,Valid,26.65833203084294,"50,46,4",,Valid,26.65833203084294,"50,46,4",,Valid,26.65833203084294,"50,46,4",,Valid,26.65833203084294,"50,46,4",,Valid,26.65833203084294,"50,46,4",,Valid,26.65833203084294,"50,46,4",,Valid,26.65833203084294,"50,46,4",,Valid,26.65833203084294,"50,46,4",,Valid,26.65833203084294,"50,46,4",,Valid,26.65833203084294,,3.83,1.0,0.0,True
1675,spider-movie_1-0040.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,4.31,0.0,0.0,True
1676,spider-election-0014.txt,"50,47,2,1",,Valid,34.32928778754374,"50,47,3",,Valid,27.190684679377483,"53,47",,Valid,3.0,"52,47,1",,Valid,28.36664708185771,"50,47,3",,Valid,27.190684679377483,"53,47",,Valid,3.0,"52,47,1",,Valid,28.36664708185771,"52,47,1",,Valid,28.36664708185771,"50,47,2,1",,Valid,34.32928778754374,"50,47,2,1",,Valid,34.32928778754374,"50,47,2,1",,Valid,34.32928778754374,"53,47",,Valid,3.0,100,,Valid,50.0,"50,47,3",,Valid,27.190684679377483,"52,47,1",,Valid,28.36664708185771,"50,47,3",,Valid,27.190684679377483,,4.48,2.0,3.0,False
1677,spider-election-0014.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,,4.12,0.0,0.0,True
1678,spider-election-0014.txt,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.71,1.0,0.0,True
1679,spider-election-0014.txt,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,47,3",,Valid,27.190684679377483,"50,47,2,1",,Valid,34.32928778754374,"50,47,3",,Valid,27.190684679377483,"50,47,2,1",,Valid,34.32928778754374,"50,47,3",,Valid,27.190684679377483,"53,47",,Valid,3.0,"50,47,2,1",,Valid,34.32928778754374,"50,47,3",,Valid,27.190684679377483,"50,47,2,1",,Valid,34.32928778754374,"50,47,2,1",,Valid,34.32928778754374,"50,47,3",,Valid,27.190684679377483,"53,47",,Valid,3.0,"50,47,2,1",,Valid,34.32928778754374,"50,47,3",,Valid,27.190684679377483,,4.03,7.0,3.0,False
1680,spider-election-0014.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,,4.68,0.0,0.0,True
1681,spider-inn_1-0026.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.07,0.0,0.0,True
1682,db2csv-course_teach-0022_dev.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,5.32,0.0,0.0,True
1683,spider_bak-local_govt_mdm-0007.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,6.28,0.0,50.0,False
1684,spider_bak-tracking_grants_for_research-0026.txt,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,"Error processing experiment 1684: near ""Agree"": syntax error",4.86,,,False
1685,spider_bak-tracking_grants_for_research-0026.txt,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,,Experiment-level error,,,"Error processing experiment 1685: near ""Agree"": syntax error",5.33,,,False
1686,spider-election_representative-0010.txt,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.44,0.0,0.0,True
1687,spider-election_representative-0010.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.38,0.0,0.0,True
1688,spider-election_representative-0010.txt,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.67,0.0,0.0,True
1689,spider-election_representative-0010.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,,3.59,0.0,0.0,True
1690,spider-election_representative-0010.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,4.54,0.0,0.0,True
1691,spider-election_representative-0010.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,4.22,0.0,0.0,True
1692,spider-customers_campaigns_ecommerce-0015.txt,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,,4.52,0.0,50.0,False
1693,spider-customers_campaigns_ecommerce-0015.txt,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,100,,Length constraint vi...,50.0,,5.12,0.0,50.0,False
1694,spider-epinions_1-0025.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,4.78,0.0,50.0,False
1695,spider-epinions_1-0025.txt,"50,43,4,3",,Valid,33.0681115275729,"50,43,4,3",,Valid,33.0681115275729,"93,7",,Valid,43.0,"50,43,4,3",,Valid,33.0681115275729,"50,43,4,3",,Valid,33.0681115275729,"50,43,4,3",,Valid,33.0681115275729,"50,43,7",,Valid,25.152865973217978,"50,43,4,3",,Valid,33.0681115275729,"93,7",,Valid,43.0,"50,43,4,3",,Valid,33.0681115275729,"50,47,3",,Valid,27.190684679377483,"50,43,4,3",,Valid,33.0681115275729,"50,43,4,3",,Valid,33.0681115275729,"50,43,4,3",,Valid,33.0681115275729,"50,43,7",,Valid,25.152865973217978,"93,7",,Valid,43.0,,4.99,6.0,25.152865973217978,False
1696,spider-epinions_1-0025.txt,"50,43,4,3",,Valid,33.0681115275729,"50,43,4,3",,Valid,33.0681115275729,"50,50",,Valid,0.0,"50,43,4,3",,Valid,33.0681115275729,"50,43,4,3",,Valid,33.0681115275729,"50,43,4,3",,Valid,33.0681115275729,"93,7",,Valid,43.0,"50,43,4,3",,Valid,33.0681115275729,"50,43,7",,Valid,25.152865973217978,"93,7",,Valid,43.0,"50,43,4,3",,Valid,33.0681115275729,"50,43,4,3",,Valid,33.0681115275729,"50,43,4,3",,Valid,33.0681115275729,"50,43,7",,Valid,25.152865973217978,"50,43,4,3",,Valid,33.0681115275729,"50,43,4,3",,Valid,33.0681115275729,,5.03,2.0,0.0,True
1697,spider_bak-culture_company-0004.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,4.44,9.0,0.0,True
1698,spider-manufactory_1-0003.txt,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,,3.66,0.0,0.0,True
1699,spider-department_management-0013.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,4.52,0.0,50.0,False
1700,spider-department_management-0013.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,5.17,0.0,50.0,False
1701,spider-department_management-0007.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,7.78,0.0,50.0,False
1702,spider_bak-shop_membership-0002.txt,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,,5.54,10.0,0.0,True
1703,spider-candidate_poll-0015.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,12.34,0.0,0.0,True
1704,spider-candidate_poll-0015.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,4.43,0.0,0.0,True
1705,spider-candidate_poll-0015.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.69,0.0,0.0,True
1706,spider-candidate_poll-0015.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,4.9,0.0,0.0,True
1707,spider-candidate_poll-0015.txt,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,,4.14,1.0,0.0,True
1708,spider-candidate_poll-0015.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,,3.19,0.0,0.0,True
1709,spider-candidate_poll-0015.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,100,,Valid,50.0,,2.64,0.0,0.0,True
1710,spider-candidate_poll-0015.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,100,,Valid,50.0,"50,50",,Valid,0.0,,2.79,0.0,0.0,True
1711,spider-candidate_poll-0015.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,2.39,0.0,0.0,True
1712,spider-candidate_poll-0015.txt,"50,48,2",,Valid,27.736858750286295,"50,50",,Valid,0.0,"50,48,2",,Valid,27.736858750286295,"50,48,2",,Valid,27.736858750286295,"50,48,2",,Valid,27.736858750286295,"50,50",,Valid,0.0,"50,48,2",,Valid,27.736858750286295,"50,50",,Valid,0.0,"50,48,2",,Valid,27.736858750286295,"50,48,2",,Valid,27.736858750286295,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,48,2",,Valid,27.736858750286295,"50,50",,Valid,0.0,,3.13,1.0,0.0,True
1713,spider-candidate_poll-0015.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.61,0.0,0.0,True
1714,spider-candidate_poll-0015.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.85,0.0,0.0,True
1715,spider-candidate_poll-0015.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,3.96,0.0,0.0,True
1716,spider-candidate_poll-0015.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,4.39,0.0,0.0,True
1717,spider-candidate_poll-0015.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,4.4,0.0,0.0,True
1718,spider-candidate_poll-0015.txt,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,"50,50",,Valid,0.0,,4.58,0.0,0.0,True
